Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,AdoptionSpeed,Images,Breed
Dog,7.0,Female,Cream,White,Unknown,Medium,No,Yes,Yes,Yes,Healthy,200.0,"Momo the Poodle Terrier was a result of the ex-owner not spaying their pets and 'accidents' happened. She was given away to a fosterer who later asked us for help to co-foster and re-home her to a good home. Momo was born in Oct and she has been spayed. She is sweet, affectionate, playful and active. She has been toilet trained and she does not destroy things. She stays indoor. She prefers a home which she can also play with other friendly dogs. She knows basic command such as sit, shake paw and so on. If you are interested to give her a good home, kindly send us a message (please DO NOT leave a message in the comment to ask us to PM) and describe the following: 1. The environment you are willing to provide her with 2. If you family is supportive of the adoption? 3. How much time can you spend with her daily? 4. Your experience handling dogs 5. Are you agreeable for us to arrange house visit and send us regular updates after adoption? In the event that she is not a good match to your home, kindly return her to us. Thank you for choosing to adopt.",3.0,59a08eeec-2.jpg,Poodle
Cat,10.0,Female,Gray,White,Unknown,Small,Yes,No,Yes,No,Healthy,0.0,"Hi ...thank you for dropping by my profile. meow ... Ppl used to call me Snowy, maybe because i m white .I m roughly 10 mth old ...i gave birth in my young age ...because got gang rape by the street cats... Oh yeah , I m a strays too =( ....so I gave birth for some kitties n Tiger is the only survivor. I feel sorry to Tiger because I can't provide him a home . He has to follow me n straying on the streets hunting for food n escaping from attacking by other senior cats. Thank God, Annie found us n she used to feed us n everytime I look into her eyes I know that she try to so hard to find us a home. Being a stray is not my choice ,I wish I can give the best to my baby Tiger n I hope that someone will take both of us because I feel hard to separate with my baby.. If u feel wanna give us a home please dun hesitate to give Annie a call on this no. At last tq for reading my story ...Bless you .Meow ...",4.0,199277f1a-4.jpg,Domestic_Short_Hair
Cat,12.0,Male,Black,White,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,"Copper is a playful kitten, always likes to be ""manja"" (spoiled); if you give attention to him, he would let u pet him the whole day, lovely cat with a lovely attitude. He's now a year old. Now that me and my friend is working, we feel that the time that we spent on him could be longer,",2.0,552bb16e5-1.jpg,Domestic_Medium_Hair
Dog,3.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Cute, active and playful puppy for adoption. Light brown, mixed breed, female, about 2-3 months (just starting to teeth). She has not been vaccinated. My brother and i rescued her from Jalan Chan Sau Lin 2 on 9/9/08. She was in a real bad condition when we found her, after a week of care and food she is ready for a loving home. I am giving her away because we do not have the time or we will have to send her to SPCA I have include a video link, you can see she is a healthy and active puppy www.youtube.com/watch?v=UJaAmAyZMaE If you are interested in giving this puppy a loving home, please call me at, Location: KL",1.0,c71d630d8-4.jpg,Mixed_Breed
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Baley together with her 5 other siblings were rescued from an empty house where her mother delivered them. The owner gave us few days to remove them as the house has been rented out. We took them in and now seeking for a genuine animal lover to open their home for them. Here is our adoption requirement : a) Baley must be spayed when she reached her maturity b) Adopter must be an animal lover and preferably have experience in handling dog. c) No long hour of caging or tied on leash. d) Provide necessary medical needs (vaccinations, deworming, flea/tick/heartworm prevention etc.) e) Walk her regularly with plenty of exercise f) Provide progress update and add us on facebook g) This is a non-transferrable case. If you wish to surrender Baley, please seek our permission as the dog's well-being is our utmost priority",1.0,28060651e-1.jpg,Mixed_Breed
Dog,2.0,Female,Brown,Yellow,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Million is a yellow mongrel. She was rescued at my boyfriend's workplace. She's approximately 2months-3months old (not too sure, but there's teeth growing out) She has been groom and checked by groomer that she's clean and no kutu on her body. Million's appearance : - Yellow colour - Short coated - Small sized - has a puppy eye that kills ;) - has mild skin problem that needs a loving owner to take care :) Million's character : Million is a very smart dog as she knows how to respond to her own name the day itself i rescued her. She's loving and easy to teach. She's very friendly and loving, very easy-going with other dogs. Million is very obedient as well, the groomer told me she is very obedient when she shower her :) Anyone would like to adopt her, can contact me directly . I couldn't take her in as I have a dog at home and I'm leaving to UK very soon in September and no one will look after her after i left. Please give baby million a chance to live, she can be your loyal companion and she can look after your house when she grow bigger in future. Please give baby million a forever home. thank you :) *woof* p/s : try not to cage it :) and a pack of dog food & bowl will be provided when adopting :)",4.0,2148c2ef6-4.jpg,Mixed_Breed
Dog,1.0,Male,Brown,White,Unknown,Medium,No,No,No,No,Healthy,0.0,She was pick up from SS 15 area Cute and adorable puppy Interested to adopt pls call me,0.0,191660250-2.jpg,Mixed_Breed
Dog,1.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,350.0,"Adoption fee includes the basic medical expenses of the animal : spaying + 3 vaccinations + microchip. Olivia was found in a drainage on a hot, sunny afternoon - she was screaming, yelling and crying hard for help. All of her body was covered by muds and she was all alone in the deep drainage under the hot sun with no mother and siblings by her side. Olivia loves to stick with people - she's still very young and treat us like her mum. Olivia is adorable, playful and intelligent. Please give a home to Olivia ♥",3.0,742cced96-3.jpg,Mixed_Breed
Cat,5.0,Female,Black,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,150.0,"A mini panther, currently undergoing eye treatment due to fungal infection and will be released to her forever home once fully recovered. She’s healing at a pretty remarkable rate. Very outgoing, super friendly and she shrieks, not meows. A prolific predator and has dozens of dead ants caught on the record. Bad at catching flies but still working on the skills. What do you expect? I’m only 4 months old! My rescuer accepts adoption provided you are willing to give me forever home, indoor! P/S: I’m not neglected 😸 The big orange rescuer’s cat hates me 😹",4.0,b5aa169b4-11.jpg,Domestic_Short_Hair
Dog,4.0,Female,Brown,Unknown,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,Jasmine is a four months old puppy. She has already been vaccinated and dewormed. Interested in giving Jasmine a forever home? Please call Jessy on-. Thanks!,3.0,f22aae8af-1.jpg,Mixed_Breed
Dog,1.0,Male,Black,Brown,Unknown,Medium,No,No,No,No,Healthy,0.0,"Name of Pet: B2 Age: 1 month (DOB : /) Breed: Mixed/Mongrel Gender: Male Location: Butterworth, Penang Contact: Tan ()",3.0,d8dd968c6-1.jpg,Mixed_Breed
Cat,3.0,Female,Black,Yellow,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Tim is female kitten.active and playful.pls sms or whatsapp Affi at. Pick up point at Caltex in front of sunway pyramid,2.0,4ef15a1c6-1.jpg,Domestic_Short_Hair
Cat,29.0,Male,Gray,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,30.0,"Grey is a two ( 2 ) years old cat who's been living nearby a restaurant all his life. He used not to trust anyone. After neutering him, he became more and more manja. People also can touch him now. Since he's been living as a stray and not use to play with humans especially cat's toys, he has his own way of playing. He has a grey-blue solid colour fur without any black/white spot/stripe. His tail is a bit twisted. Love to sleep. Love to talk ( meow to be exact ). Love attention. He love me to garu-garu him behind his neck. He's still has a habit which kinda making a marking territory. But worry not, he did not spray any urine. Just the tail is a bit rattling, like snake's tail. It's a habit I guess since he's been doing it since his first heat. Give him time and he'll be a better cat or even the best cat ever. Every cat has their own personality. So do him.",3.0,8dfc9cc69-2.jpg,Domestic_Short_Hair
Cat,31.0,Male,Gray,Unknown,Unknown,Medium,Yes,No,No,Yes,Healthy,0.0,Independent and quiet. Nice cat. Nice fur. Pls call if you are really interested. No SMSes please. You send one SMS but I would have to reply to many inquiries. Thank you. Chih M:,4.0,4a91d273b-1.jpg,Domestic_Short_Hair
Dog,2.0,Female,Black,Brown,Unknown,Medium,No,No,No,No,Healthy,59.0,Location : Teluk Intan Perak Whatsapps,4.0,27830acaa-1.jpg,Mixed_Breed
Dog,16.0,Female,Brown,Cream,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,16th August I saw 2 little puppies playing in lekas highway Semenyih. They even following a motorist back in the middle of highway. There are a lot cars in the highway.. So I decide to stop my car and park aside then rescued this 2pouppies.i hope I can help to change their life.. I bring them to vet for vacination and after 6months I bring them to spay. I wish I able to help them to find a lovely home. Pipi is a very healthy and active puppy. Pipi is very friendly but very shy to stranger. It suitable become a pet dog. If you would like to give pipi a lovely home please contact Ms Chen. Serious adopter are welcome to contact,4.0,7f40cce5f-5.jpg,Mixed_Breed
Dog,1.0,Female,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,No tying or caging for long hours except for precautionary purposes Commitment to spay her is compulsory Interested to adopt pls call me,2.0,9eb98f34c-9.jpg,Mixed_Breed
Dog,1.0,Female,Black,Brown,Unknown,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are intetested to adopt pls contact Albert,2.0,7a23819c1-1.jpg,Mixed_Breed
Dog,3.0,Female,Black,Brown,White,Medium,No,Yes,Yes,No,Healthy,200.0,"A healthy lil puppy, toilet trained, pee and poo in the cage, love to run around, a squeaky toy will be perfect for her.",2.0,9ba7b7b9c-2.jpg,Mixed_Breed
Dog,12.0,Male,Black,Brown,White,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Munchkin is a very smart and lovely dog. He is loyal, adorable, playful and sometimes fearful when he gets nervous or uncomfortable. I would say he is unique in his own way. he also loves being hugged and cuddled. Munchkin would best suit a family that: 1)Are dog lovers. You should have experience and basic knowledge about dogs. 2)No kids under the age of 12 unless the parents are able to give correct guidance to their kids and Munchkin. 3)Munchkin gets along well with other dogs bit also needs correct guidance and supervision. Please do contact us if you would like to know more about Munchkin :)",3.0,1d30559d8-4.jpg,Shetland_Sheepdog_Sheltie
Cat,19.0,Male,Yellow,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,有人可以給孩子們一個家嗎？ 有養貓經驗者優先... Whatsapp 救起來時，滿身黑油，好可憐，可以給孩子一個家嗎？ Puchong area........... 性格比较害怕人，只可以养在室内，要有养猫经验，要有耐心和他接触。,4.0,4b932ab38-1.jpg,Domestic_Short_Hair
Cat,2.0,Female,Black,Cream,Gray,Medium,No,Unknown,Unknown,Unknown,Healthy,0.0,"Found this poor kitten today at Arked Meranti in Universiti Teknologi Malaysia, Skudai. I'm returning to my hometown tomorrow (1/) so I can't bring her back to my hostel. Pls contact me at if you would like to have this cute kitten. You might need to do a bit of searching on your own but most likely the kitten is always at the food court. Thank you for reading!",4.0,e72a77ee4-1.jpg,Domestic_Medium_Hair
Cat,1.0,Female,Black,White,Unknown,Small,Yes,Unknown,Unknown,Unknown,Healthy,10.0,I found her tied up inside 2 layers of plastic bag in the drain around my area. She behaves playfully and really isn't scared of people. I really would hope she gets adopted soon since the place I'm staying at doesn't 'allow' cats. I hope she can be fed and be loved properly. Please give this kitten a real home.... (still up for adoption),4.0,f24991ef7-8.jpg,Domestic_Short_Hair
Cat,2.0,Male,Yellow,Unknown,Unknown,Small,No,No,Yes,No,Healthy,0.0,"Anak kucing oren jantan. Ibunya mainecoon, bapanya kucing domestic. Kawasan Selayang, Rawang, Bkt Sentosa, Bkt Beruntung, Rasa & Batang Kali Nota: dah ada orang nak ambil",0.0,65dd20146-4.jpg,Domestic_Medium_Hair
Dog,12.0,Male,Cream,Unknown,Unknown,Medium,Yes,No,Yes,Yes,Healthy,0.0,"Sunny Boy is a 1 year old mixed breed male dog. He is a full white dog and has been neutered. He is a very active and a playful dog. He also get along with other dogs. If you are interested to give him a good home, kindly contact me at /. Free transportation can be arranged if you are from KL, Selangor, NS, Melaka or JB. p/s: No tying up or caging or letting him out without leash. Thank you..",2.0,72e76bc9b-1.jpg,Mixed_Breed
Cat,2.0,Female,Gray,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,cute and friendly,2.0,1ba42eca2-1.jpg,Oriental_Short_Hair
Dog,84.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,good temperament and healthy male pit looking for new home. owner migrating. will give some money to new owner for taking care of prince,3.0,b53990a1d-1.jpg,American_Staffordshire_Terrier
Dog,9.0,Male,Brown,Cream,White,Medium,Yes,Yes,Yes,No,Healthy,0.0,Tommy is a friendly and happy dog. He loves to have fun.,4.0,23c4874d8-2.jpg,Pit_Bull_Terrier
Dog,1.0,Female,Brown,Cream,White,Medium,No,Yes,No,No,Healthy,40.0,Adoption fee charges will be rm40 for her first vaccination jap as she is vaccinated for her first jap. Any other donations are encouraged for the use of our shelter(MERCY PERAI) but its up to the adopter (not compulsary). This pup is rescued from the streets and she is vry playful and friendly to everyone. can go along with kids or anyone.,4.0,db8a8df8a-1.jpg,Mixed_Breed
Dog,1.0,Female,Black,Brown,Unknown,Medium,No,No,Yes,No,Healthy,0.0,Dog 4 Adoption,3.0,a13ed5e9d-1.jpg,Mixed_Breed
Dog,2.0,Female,Black,Brown,Unknown,Medium,Yes,No,Yes,No,Healthy,50.0,"INTRODUCING Daisy! Name: Daisy Gender: Female Age estimate : 1-2 mths History: My mom's friend have picked this pup up which is all alone at the cemetery. Only her with no sight of other dogs. Almost got run down by a car. So to avoid this pup from being run down by cars, she took back this pup. Cleanliness: Removed all ticks plus frontlined. Breed: Mix Breed Color : Full brown with cute black muzzle. Personality : Active, curious, love to play, tough and stubborn yet respond quickly. Adoption fees : Rm 50 Adoption condition: 1) Tell me your experience on handling cat. 2)Spay it when it reach 4-6 mths. 3)Tell me which vet you go. 4) Love her unconditionally. 5) If cannot take care of it anymore due to some reason, please return it back. But no such reason eg: She is already old. Hard to care for it. 6)Give updates whenever you have time. Anyone who is interested please do PM or email me a msg.Thank you for viewing :) If you have any question, you may email me to ask about it. I would try to assist you. You can make appointment to view the puppy too.",2.0,9786bb3f7-4.jpg,Mixed_Breed
Dog,3.0,Female,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Tauriel is a loving, smart and really quiet dog. She is the best pet I have ever had, but she can't stay in a condominium. I'm looking for someone that has landed property and can commit to giving her a good life.",4.0,358270782-1.jpg,Mixed_Breed
Dog,12.0,Male,Brown,White,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,☆♥Billy☆♥ ☆♥Adopted By A Old Indian Lady From Subang Jaya☆♥ ☆♥Sorry For Creating This PetProfile For Such A Long Time Ago...☆♥ ☆♥This Dog Was Adopted Since .☆♥ ☆♥It Was Released Since He Was 7 Months Old.☆♥,0.0,2cf927db8-1.jpg,Mixed_Breed
Cat,2.0,Male,Yellow,White,Unknown,Small,Yes,No,Yes,No,Healthy,0.0,playful .. healthy. found at mamak area. comel both kitties are also for adoption. both males - 2 months,3.0,6268d4d68-3.jpg,Domestic_Short_Hair
Dog,1.0,Female,Brown,Gray,White,Medium,Yes,No,No,No,Healthy,0.0,She has unique hair color greyish brown x brown x white. Often make little sad face and it's make her cuter. Like to play with anybody. I rescued her mom when she pregnant and now try to find home for all puppies.,1.0,4f402845d-3.jpg,Australian_Kelpie
Dog,12.0,Female,Yellow,Cream,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"She is lovely,playful and can be a bit shy but warms up easily and loves the company of other dogs and humans.She knows basic commands to sit and off food. She sleeps inside cage during night time and toilet trained well. We love her so much but due to certain circumstances, we no longer can keep her and wish that she will find a new owner who will love and take care of her.",2.0,c30f7cde0-1.jpg,Mixed_Breed
Cat,1.0,Male,Black,Unknown,Unknown,Large,Unknown,No,No,No,Healthy,125.0,"Born on 15 August , now 1 and a half month age. Diet on kibbles and mother's milk. Has mild fungus. Already brought to vet and treated but not fully recovered yet. Very playful and friendly with humans. Toilet trained. Male.",2.0,ff4b9b3b4-3.jpg,Domestic_Long_Hair
Cat,2.0,Female,Golden,Yellow,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Ongey has 4 siblings. Come check them out too by the names of Stripey, Whitey, Elley and Ashey. =D",2.0,9809485bb-4.jpg,Domestic_Short_Hair
Cat,3.0,Male,Brown,Golden,Cream,Medium,Yes,No,No,No,Healthy,0.0,D.O.B is 9th May .,2.0,1ff148919-1.jpg,Domestic_Short_Hair
Cat,4.0,Male,Golden,Unknown,Unknown,Medium,Yes,Unknown,Unknown,No,Healthy,50.0,"4/1/ An adorable domestic short hair kitten looking for new home. He is Jennifer's Kitten 1, a 4 months old male kitten. He has golden-orange short fur and his fur is very soft to touch. He has a pair of beautiful, round eyes and a cute bob-tail. He is healthy, very active and playful. He is toilet (potty) trained and is ready to go at anytime. His current owner, Jennifer would like to put him for adoption because she has too many cats at home. To better understand this cutie, just call Jennifer at . *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing other stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",4.0,4d8f211f8-1.jpg,Domestic_Short_Hair
Dog,2.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Eleven puppies!!! That's what a rescued mummy dog produced!One heartless woman dumped the entire family at an industrial area. A Dear soul fished out all of them from the drian. Now this lovely pup needs a caring, warm homes. Chuck is German for A FREE MAN.He is pretty near the tail end & works very hard to compete with the elder brothers.He always look out & see whether we are watching how hard he could fare equally with the eldest. He NEVER let go in their fights. WELL, A fighter here. Do come and see him for your self. CONTACT. Thank you.",4.0,6e9e0ce30-2.jpg,Mixed_Breed
Dog,2.0,Female,Black,Brown,Unknown,Medium,No,Unknown,Unknown,No,Healthy,0.0,Cute puppy looking for home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact ,2.0,063521459-4.jpg,Belgian_Shepherd_Malinois
Dog,6.0,Female,Black,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"At 6 months old, Jenny looks big for her age but this gentle giant is a loving baby. Jenny was abandoned by her owner at a factory. Jenny is now looking for a loving home. Adopter ideally needs to have large compound for the dog to run around and daily walk is needed. Jenny must be neutered before we surrender her. Neutering fee shall be borned by adopter. Our requirement is simple : a) Adopter must be an animal lover. We don't want the dog to end up again on the street. b) No long hour of caging or tied on leash. c) Provide necessary medical attention d) Plenty of exercise and daily walk. If you keen to find out more, please contact me.",1.0,f49099d52-3.jpg,Pit_Bull_Terrier
Cat,4.0,Male,Yellow,White,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Male domestic short hair Very talk-active Healthy Call/sms if interested Please help me adopt this cat I live in a condo cannot bring more cats because i already have 3 cats,4.0,7fec0008f-1.jpg,Domestic_Short_Hair
Dog,3.0,Male,Cream,Unknown,Unknown,Large,Yes,No,No,No,Healthy,50.0,"Kiwi is an active 3 months old male mongrel. It will be ready for adoptions. It was save from the dangerous street and now temporary taken care by us. Interested & hope to view the cute pup then, pls contact yuii for further details . Adoption fees above is charge for the pup medical , supplement, food and shampoo only. All items that we've bought for the pup wll b given for the new owner usage one adoption is successful.",2.0,3f5ec6144-1.jpg,Mixed_Breed
Cat,6.0,Female,Black,Gray,White,Small,Yes,Yes,Yes,Yes,Healthy,0.0,"Cutie young cat needs a forever home :) In November, I found this little kitten on the street. She was sick, dirty, and dehydrated and I brought her home and straight to the vet. After some antibiotics and other treatments, she is completely happy and healthy now. She has been with me for three months and is loving when the other cat isn't around, but prefers to follow around the big cat. She can also be skiddish at times and I think she would like a quiet home. She was spayed and is now able to be adopted. She is about 5-6 months old and is perky, fun, active, and likes other cats but would easily be a single cat (I had the two cats separated when Pachino was recovering from her spay and she was also happy just having people time :-) Please help me to find her a nice home. Thank you.",2.0,e989ad83f-4.jpg,Domestic_Short_Hair
Cat,3.0,Female,Brown,Golden,White,Small,No,Yes,Yes,No,Minor Injury,0.0,"We found this little treasure abandoned in a drain in our neighbourhood. She was very skinny and seems to be blind (her inner eyelids don't open). We have taken her to the vet who was impressed by her good health and has contacted a specialist to see if her eyes can be treated so that she may see. She is very loving and curious kitten. She loves cuddling with humans and is litter trained. We can't keep her so we are looking for a nice home for her. She would be an excellent companion for anyone (especially children and the elderly). If she can have surgery for her eyes we will happily sponsor the cost, she is too young to be neutered right now.",4.0,78f87a45d-3.jpg,Domestic_Medium_Hair
Cat,1.0,Male,Cream,White,Unknown,Medium,No,No,No,Unknown,Healthy,0.0,"kitty for adoption. looking for good family and sweet home for him. found on the roadside, no mother nearby. Smart, active, playful. Smart but naughty, like chasing people. Never teach, but he know where to poop. kindly contact",3.0,b8215b5e3-1.jpg,Domestic_Medium_Hair
Cat,12.0,Male,Brown,Unknown,Unknown,Medium,No,No,No,Yes,Healthy,0.0,"Hi, Any pet lover, nak donate seekor kucing kesayangan. Kesihatan memuaskan. Nak adopt coz bakal wife alah pada bulu kucing. So nk lepaskan kepada penjaga baru yg mmg menyayangi kucing. Sila hubungi saya utk set jumpa : tel : lokasi : presint 8, putrajaya",4.0,aa3409a07-2.jpg,Domestic_Medium_Hair
Dog,24.0,Male,White,Unknown,Unknown,Medium,Unknown,Yes,Yes,Yes,Healthy,0.0,"Abandoned at a boarding centre. Helping out another rescuer to post this as dog is under my vet's care. Gender : Male Status : Vaccinated, Deworm & Neutered! TO VIEW GO TO : - Mayo Klinik Veterinar (Just Next 2 rows above Secret Recipe) No11A, Jalan USJ 10/1G, UEP Subang Jaya, Selangor. Tel:",2.0,5a2a433c2-1.jpg,Terrier
Cat,24.0,Female,Cream,Unknown,Unknown,Medium,Unknown,Unknown,Unknown,No,Healthy,0.0,"Blossom is an abandoned Persian found at the roadside , under the car. Dangerous.Has been observe for one week but nobody take her home. Found she is pregnant, she is afraid of people, might be abandoned. Blossom need a loving home to settle down~ She is a kind girl. If you could accept a pregnant cat, make sure take care of her. Home without other pets since she is stress and protective of having pregnancy now.",1.0,3d8760efc-4.jpg,Persian
Dog,4.0,Male,Black,Brown,White,Large,Yes,Yes,Yes,Yes,Healthy,0.0,"Lovely and playful pups are looking for lovely homes from the human who has hearts of full responsibility and ready to give them care and loves like family members.Also for only adopter has long term committment toward them. Character: Alert, calm and mature Pups are spayed , vaccinated and healthy. Final Call- if not adopted by this Sat (11/3/17) - release on street",3.0,2d813cd28-8.jpg,Mixed_Breed
Dog,2.0,Male,Black,Brown,Unknown,Medium,No,No,No,No,Healthy,0.0,"Please help these puppies find good homes...A drain is definitely not a place we can call home! For adoption, kindly contact. Fosterer(s) are welcome, too.",2.0,87fa5c42b-3.jpg,Mixed_Breed
Cat,17.0,Female,Yellow,White,Unknown,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,"Hi, this is a cat whose owner has to let her go as he is ill and has to take care of an ill wife. The cat is easy to take care and loves people.",4.0,dd3856456-1.jpg,Domestic_Short_Hair
Dog,5.0,Female,Black,White,Unknown,Medium,No,Yes,Unknown,Unknown,Healthy,0.0,"Dot is a very friendly, playful n hyperactive little puppy. Even though she is once a stray puppy, but she wants a lot of attention from the people around her and want to be treat and being pamper like a normal dog. She doesn't like to be kept alone or leash.",1.0,4ac47ceae-5.jpg,Mixed_Breed
Dog,1.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Benjy was found crying at the side of an eroded monsoon drain when he was around 10days old.His mum and others were poisoned behind the bush near the drain.His family members were all short legged.I hope Ben Ben will find a good home and some companion to play with.Remember puppy will cry initailly at night.They are playful and will bite whatever they get hold of.You need to be patient when you aadopt a puppy.,3.0,f5d7daf1a-2.jpg,Mixed_Breed
Cat,1.0,Male,Golden,Gray,White,Medium,Yes,No,Yes,No,Healthy,0.0,"3/ - dewormed, ears checked, clear of fleas and mites. very healthy and lively kitten. /12 - update eating kibbles and drinking water from bowl plus used to litter tray for a week now. :D:D Have grown a head length. ------------------------------------- Mother cat dropped her 3 kitties in my bicycle shed to shelter them from the rainy days. She is nursing them everyday. I am not going to dump them by the roadside but prefer to work on getting them adopted into cat-loving families. They should be ready to go into new homes between 3 weeks to a month from now. Mother cat seems approachable and may be adopted too. I call her Pebbles. I intend to get mom cat neutered but that has to wait until she has weaned her kitties. Please email me if you are interested, I'll reply asap. Viewing can be arranged. Thanks.",2.0,bbfc8a037-8.jpg,Domestic_Short_Hair
Dog,2.0,Male,Golden,Cream,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Clifford and his 3 siblings need a home. Mother is a mixed breed and father a spitz. Adopter must have time to care for a puppy, as he may cry for the first few days in a new home especially if there are no other dogs around. Also do bear in mind that growing up puppies will bite shoes and dig gardens so patience, love and training are necessary. Vaccination and neutering are compulsory, cost to be borne by adopter. Please call if u can give him a good home.",2.0,04aa54436-1.jpg,Mixed_Breed
Dog,9.0,Male,Black,Unknown,Unknown,Medium,No,Yes,Yes,No,Healthy,5.0,"This is beautiful male dog name Bruno!😊🐶He is very friendly,clever and kind!Very gentle in family,and good protection from danger.He taught command.He don't do toilet at home,I walk with him two-three times per day.Two months ago I found him outside the street.His condition was terrible,he had no hair,skin had dermatitis.I rescued him,took to vet,gives food,vitamins,medication.He became adorable and very thankful dog!His haracter is very good.He very friendly with another dogs and cats.I stay in apartment,that's why can't keep him:(And this is very sad.Management complained to me many times.Thats why he looking for good family.If you want have a best friend,who will love you with very big heart,this is he😊🐶",4.0,99c110585-1.jpg,Mixed_Breed
Cat,5.0,Female,Black,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,100.0,Tuxedo Black cat Very shy and timid Diet RC Kitten Supplement - brewer yeast + VCO,2.0,f7554df6d-1.jpg,Siamese
Dog,2.0,Female,Brown,White,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,Absolutely adorable darling. Jane is a happy active doggie and would suit someone with an active lifestyle and has time for her. Great companion. Obedient and knows basic commands. Toilet train on grass. Please call if you can give her a good home.,4.0,28a0ae4fe-3.jpg,Mixed_Breed
Cat,7.0,Female,Golden,Yellow,White,Medium,Yes,Unknown,Unknown,Unknown,Healthy,0.0,"Kitty followed me home after I got down from a bus. I am unable to foster her as I have other 4 rescued cats staying with me now. I named her Haneda Neko-san and hoping that she will find a good loving family who will care for her. She is very well-behaved, quiet and sits quietly on the floor when I stayed in the room doing my work. She will be a loving companion for any home.",4.0,ef5b463d4-1.jpg,Domestic_Short_Hair
Cat,2.0,Male,Golden,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Found him a drain 2 weeks ago. Super playful and gets along great with other cats. Very smart and never messes up the house. He also knows how to use the litter box and is not used to be alone (especially at night)If u adopt him and find out that he is not really the kitten u want, u may always return him back to me. Pls email me if interested :)",3.0,e3dbfe4c0-1.jpg,Domestic_Short_Hair
Dog,1.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,Unknown,Healthy,0.0,"These 2 cuties are stray puppies found near Kemuning shoplot. Both puppies are female who are healthy and very adorable. They have been dewormed and vaccinated. Having been exposed to humans since birth, they are tamed and also plays well with other dogs Ebony has found a new home",2.0,8b9c38ed2-1.jpg,Mixed_Breed
Dog,19.0,Male,Golden,Unknown,Unknown,Medium,No,Yes,Yes,No,Healthy,390.0,"'Golden' was surrendered when his owner went back to home country. He is friendly but barks when necessary. Like any other pets, he does require affectionate cares. A total of RM will be charged to cover the fees paid to the previous owner, grooming etc. Fresh vaccination & deworm can be arranged before the hand over. Only genuine dog lover will be considered. If you're that person, please contact me via sms/whatsapp. Tq.",1.0,86ff8539d-3.jpg,Cocker_Spaniel
Cat,2.0,Female,Cream,White,Unknown,Small,Yes,Unknown,Yes,Unknown,Healthy,0.0,little kitten rescued. pls call to view/adopt allie,1.0,37204e0c1-1.jpg,Domestic_Short_Hair
Dog,24.0,Female,Black,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"She is smart, curious and a good guard dog. Looking for a caring person to adopt her.",4.0,bd74f5ce8-1.jpg,Mixed_Breed
Dog,4.0,Male,Cream,Unknown,Unknown,Large,No,Yes,Yes,Yes,Healthy,0.0,Irresponsible owner bought him from a pet shop as a gift to his children. His wife found no time to take care of him and wanted to dump him. Rescued and hope to gv him a second chance of life. Interested to adopt pls contact Amy ,3.0,8bc07d296-1.jpg,Labrador_Retriever
